N,P,K,temperature,humidity,ph,rainfall,label
13,11,15,13.10328003,94.00220018,7.34041517,102.61576923,orange
18,9,7,18.72292754,92.23533925,7.12131443,116.02019529,orange
23,11,9,16.08894557,90.77443046,7.25447795,107.88206881,orange
22,14,12,5.50804814,96.25448865,6.60224453,104.6079027,orange
26,11,13,27.08038899,96.78324549,6.90700892,110.08046621,orange
16,13,8,24.1021952,91.92567272,7.15010926,117.15480399,orange
21,8,9,10.29266641,91.63079362,7.00039176,119.042241,orange
29,9,11,2.26775893,93.64713677,7.35527644,104.73984985,orange
33,14,12,14.17617893,93.81936477,7.18118153,99.40194799,orange
17,12,5,18.51862519,88.55446956,6.90613736,113.61524505,orange
24,9,9,25.18738778,89.15058417,7.02239607,112.67248497,orange
18,14,11,23.10526371,92.52027232,7.21987178,111.20387447,orange
15,12,14,24.9157698,89.89554518,6.76476276,116.80391549,orange
25,8,7,20.22850805,90.45538444,7.37226594,106.91785243,orange
26,4,15,16.89472427,93.18926178,7.02326852,109.69812077,orange
17,11,8,30.30353245,91.76157104,6.91317852,110.08382715,orange
21,8,13,16.84195516,91.89726442,7.20374165,115.24094821,orange
17,10,10,27.47518839,88.77658015,6.96929411,110.62138636,orange
18,11,14,4.73682491,93.24600424,6.9666545,112.62861141,orange
15,11,15,14.72514503,92.37929104,7.25676194,108.51629636,orange
17,8,11,33.67752392,93.2580205,7.55422367,112.77653736,orange
19,5,5,19.58426224,89.07081698,6.89687295,113.57170626,orange
14,12,10,22.10230565,91.74343692,7.09685063,111.71425746,orange
22,14,8,33.21718263,91.70520885,7.75040357,111.8130111,orange
19,7,15,12.71910977,92.33893332,7.14396536,109.9317444,orange
23,9,9,22.91790546,89.72301334,6.75236407,108.70037976,orange
22,12,17,31.70515361,88.72725931,6.89193025,108.66679354,orange
14,13,11,10.90936182,92.05194588,6.53042354,116.71127863,orange
25,13,11,13.27110621,90.45988658,7.01821638,103.99449952,orange
19,12,11,12.27730938,89.80334875,7.08612149,112.55422507,orange
26,11,8,25.37674164,96.28482648,7.22203688,109.70416493,orange
15,17,15,26.50941247,94.55151082,6.9199061,113.62227239,orange
20,10,10,26.33894785,91.99636728,6.97949166,103.39445029,orange
23,6,15,29.71101948,91.83787461,7.14028763,113.7050218,orange
22,10,7,26.56894232,91.60492972,6.99349266,121.88501353,orange
10,12,6,29.72188786,91.91394797,7.03841761,109.78816035,orange
22,14,9,25.73614151,91.16865238,7.216598,115.47514843,orange
17,10,13,16.0344497,90.18057679,6.92968263,116.38956331,orange
26,14,7,23.84142428,90.85879132,6.91200178,113.08693887,orange
28,11,10,23.18039378,92.72130695,7.23153715,114.47775265,orange
28,8,10,23.82175127,93.88425318,6.88365654,105.65308126,orange
23,11,9,26.59685266,90.89353503,6.67923125,108.33887092,orange
22,8,14,28.43698146,92.05365571,6.99352516,111.8699627,orange
14,10,9,35.78329547,94.24189409,6.73647516,111.71059262,orange
13,8,12,16.11460699,92.60439878,7.16876513,103.95532979,orange
23,9,11,19.19921303,92.91472391,7.14138836,121.85523264,orange
21,9,9,15.16535592,90.8862248,6.61146158,116.78929156,orange
22,13,8,11.43453756,92.86981106,6.71111688,115.27299803,orange
24,9,16,33.59672267,91.37602357,6.95893789,108.33476104,orange
20,11,7,22.7022897,93.78065899,7.09196895,114.89082366,orange
16,10,12,22.61876568,90.96124353,6.91378415,115.95912659,orange
25,12,12,22.90749189,93.77317112,6.56059552,110.1657286,orange
23,12,6,31.90260101,90.05115836,6.96365556,107.15591809,orange
30,12,13,9.7513884,92.7737572,6.91959468,106.59937569,orange
22,13,12,22.45132486,87.8261501,7.1541184,105.44038349,orange
21,6,10,27.28032757,89.53969656,6.70162438,106.77920032,orange
23,13,11,36.97174055,92.63491187,6.40716889,110.48497844,orange
20,14,4,26.06318404,94.18681927,6.97338609,113.23954907,orange
17,6,10,28.63821392,92.04030013,6.68012774,112.40901781,orange
21,16,14,14.39240155,92.02743443,7.14750233,101.35048199,orange
20,12,11,9.15101998,90.18975762,6.88124397,105.69586475,orange
27,14,11,32.50819998,90.95552397,7.7457644,111.20424771,orange
26,5,9,32.97898098,89.53574121,7.3761702,104.36103512,orange
13,14,10,22.24183019,92.59460849,6.7597239,110.68935961,orange
35,10,8,18.94355511,88.9906549,6.95116422,119.25543332,orange
23,12,10,31.22729041,91.48476512,6.89535376,117.20769504,orange
20,10,7,38.11084135,91.69942224,6.60040359,122.28834334,orange
20,10,10,19.32547883,93.00875567,7.15055355,114.094583,orange
30,8,13,22.55280352,91.8981352,6.60912614,114.53750047,orange
20,14,10,26.64027316,89.49246023,6.63669111,115.84522482,orange
16,10,7,12.9301926,87.47477351,7.05017719,98.50618442,orange
15,10,9,22.40782708,95.27030319,7.05994326,112.52222061,orange
18,8,11,19.5881446,94.99591273,7.80374881,107.16028857,orange
27,12,10,14.68695307,91.01333651,7.36144696,113.41042827,orange
20,9,10,16.69682183,89.26659372,7.09262062,107.33240743,orange
18,12,9,18.01094514,96.29108525,6.76955552,98.84132998,orange
11,10,9,29.10280288,92.70308655,7.35606188,108.19273354,orange
22,16,9,19.58407871,91.11788827,7.11681183,99.39127365,orange
13,9,8,23.32706565,91.41084796,7.34982146,104.54334276,orange
24,12,11,25.00531303,94.7047662,7.34508883,111.37666001,orange
22,10,8,22.83860416,92.24614496,7.21452232,106.79249677,orange
16,10,12,22.35089493,91.3506203,6.62716783,106.36434772,orange
27,7,9,18.75806266,93.29447619,6.5697576,117.23987304,orange
10,5,11,34.8215151,89.39832267,6.9182901,108.25775224,orange
15,9,13,23.14746661,94.20499288,7.38977903,101.21533152,orange
18,13,9,24.44840881,92.40004491,6.74216827,106.28506357,orange
16,12,8,36.42535347,92.85825055,6.78995394,111.71144777,orange
18,8,11,17.39203172,89.81076407,6.99027568,109.80015455,orange
27,16,8,35.8975059,92.45455163,7.29590905,112.28851979,orange
22,8,11,21.72925911,91.59309353,6.79622307,114.57431177,orange
15,11,2,24.67973661,92.63079679,6.93472973,109.5381682,orange
45,59,54,35.84773205,91.93118344,7.12621694,142.55063782,papaya
39,60,49,37.91689346,92.49329147,8.36373614,135.97133029,papaya
41,58,49,24.86902789,93.71782982,7.23145969,129.31563133,papaya
46,58,54,30.60640525,96.51068003,6.38241777,146.80118434,papaya
44,63,52,35.11310943,91.74561536,6.57427797,164.62801852,papaya
55,54,47,42.84944236,89.91767082,6.42336538,149.45007277,papaya
40,60,46,39.92135298,92.31481753,6.35159421,120.90997185,papaya
53,67,54,34.79107585,92.63705315,6.4212631,122.24750599,papaya
44,70,47,29.74438745,97.79701864,7.17051887,127.33888309,papaya
49,79,53,35.36399887,89.55015282,5.64000735,142.77699371,papaya
47,59,52,29.24084829,93.95613604,6.41016682,138.76205661,papaya
50,60,49,34.25540929,93.92823596,6.56234733,99.82939077,papaya
47,49,53,25.37288542,94.19462724,6.91219924,138.02265335,papaya
24,45,52,31.41085384,90.29312366,6.67348726,134.0809669,papaya
54,58,50,33.96518405,91.10858649,6.08518924,157.32263491,papaya
40,49,50,15.8479545,91.79868636,6.2276262,157.60309053,papaya
64,57,52,24.59286943,90.14803595,5.74716043,162.42378988,papaya
54,62,58,41.90801064,88.44248243,6.62844726,133.88208319,papaya
40,61,47,32.08313229,89.09476412,6.30563939,133.67326621,papaya
54,57,50,32.67932361,94.50690083,7.35277647,129.47668479,papaya
35,60,50,37.44560909,92.99426259,7.00510149,111.1599592,papaya
50,57,54,26.9867219,94.86844236,6.380322,145.24739721,papaya
62,66,51,32.82160483,92.38756369,6.98608488,144.00936921,papaya
39,61,51,47.30505874,92.25996009,7.37411755,112.02628649,papaya
44,65,51,25.84763169,93.02928365,6.15882882,150.7651604,papaya
50,70,48,39.77439055,90.38498231,6.69079243,152.73755314,papaya
49,60,52,35.8282568,90.46365381,6.49458577,160.55577387,papaya
36,65,44,33.10657701,93.43572431,6.79391082,133.20082673,papaya
30,57,47,27.41860369,91.72710114,6.43201656,132.59802395,papaya
40,69,52,19.81036005,92.17069847,7.22036832,149.77411816,papaya
50,70,59,31.03982597,89.60543772,6.56723464,163.97985435,papaya
38,64,44,29.80333555,92.53535841,6.88618108,141.05121505,papaya
49,54,48,40.09661286,92.87475229,6.42290523,123.48007855,papaya
60,65,46,28.07993177,91.540967,6.87798641,169.2915131,papaya
22,55,53,31.93840759,94.14577294,7.79884207,143.60769294,papaya
45,71,49,39.46864385,92.52573455,7.61348258,125.01908155,papaya
62,59,47,32.18695996,90.32296043,6.73457911,136.46588879,papaya
53,56,46,35.27880434,89.89570076,6.94215164,110.88243834,papaya
51,58,52,38.71472461,93.67127091,6.46666572,166.18093937,papaya
46,67,48,44.92838077,91.64671642,6.77492085,172.85810032,papaya
57,66,51,22.78407987,94.88440651,6.2811675,148.27250015,papaya
41,62,47,30.78475905,92.16364303,6.84132137,121.05548104,papaya
48,65,52,38.03915048,92.80621988,7.25038345,149.70190607,papaya
49,59,48,28.4831162,91.74739366,6.71377536,140.26191807,papaya
37,60,49,29.45487609,92.24370347,6.80455005,127.80206246,papaya
41,52,50,43.62906262,93.13157328,6.03356788,156.14432335,papaya
57,61,54,37.09058897,90.61293226,8.15810129,153.10852267,papaya
42,74,56,37.50482448,92.07739344,6.72794294,135.5247121,papaya
48,62,45,33.44375409,92.15896235,6.74022448,114.65021203,papaya
52,73,51,36.50577622,93.01143396,6.17083874,124.62239093,papaya
25,67,50,38.33145889,91.78148333,7.21159183,139.46495368,papaya
50,56,48,41.15007328,91.85855782,7.91897327,152.56549973,papaya
58,61,52,36.12718431,89.03919961,6.84061985,168.33561327,papaya
41,63,52,32.33426392,93.2631984,7.26994786,138.70856589,papaya
49,60,47,29.90228999,89.85086123,6.76541126,135.18442095,papaya
47,60,45,36.77357837,91.40251421,6.80855636,104.59851478,papaya
53,64,51,42.04778604,90.63507655,6.78968497,108.13650552,papaya
66,61,52,24.6302532,93.19427305,6.95861887,115.47575868,papaya
53,65,52,31.3849567,94.47887411,7.02884712,149.70467783,papaya
44,62,49,40.04649891,90.27276062,6.47384753,129.98243886,papaya
43,55,56,46.98189881,94.29954518,7.47963994,177.42850526,papaya
49,45,46,30.38830603,89.60814937,7.23120591,142.13296403,papaya
55,50,51,33.89444279,89.27926163,6.82919852,145.82638874,papaya
59,63,49,23.80267148,94.96338034,5.72245128,153.72122787,papaya
40,57,55,30.61561696,92.8605965,7.23550427,157.5796724,papaya
45,62,45,34.16409197,91.42579229,7.03784269,156.03506071,papaya
53,55,54,26.13658089,90.81906964,6.16144645,137.82053621,papaya
39,56,51,39.91096013,94.56252058,7.74774352,151.70914312,papaya
61,46,49,39.24657637,93.21478285,6.52151309,181.37647027,papaya
56,51,53,25.04526754,94.63726322,6.46232188,172.62317044,papaya
62,65,48,37.33208448,92.1856679,6.34513434,145.58708175,papaya
63,52,52,34.81254699,94.46673692,7.24418941,143.63780087,papaya
72,45,48,33.94512897,95.09101393,6.30603124,153.81599645,papaya
38,45,50,37.5778186,90.83844621,6.79324527,117.58607357,papaya
55,63,49,37.22689178,94.84158305,6.65566629,148.19327813,papaya
41,62,54,42.11702199,87.09472562,7.92319415,150.33973896,papaya
50,69,50,33.06640603,93.39535501,7.21676022,127.82503135,papaya
31,58,53,35.74848721,92.48406601,6.69648672,148.18203687,papaya
49,68,49,37.84332257,91.21765498,5.55694964,137.48927358,papaya
49,54,53,22.59008157,92.5820376,7.76074363,138.34307137,papaya
58,56,50,30.87196064,94.86176525,6.82450535,135.56524027,papaya
56,59,53,34.64884412,93.50991206,7.41410973,143.85039948,papaya
42,50,47,30.6445582,91.03939836,6.82572632,138.76753423,papaya
60,48,49,32.01810032,92.33312758,6.71793869,151.38155564,papaya
46,61,45,33.40429061,89.07939259,6.95398948,119.68084104,papaya
50,55,53,33.88915388,90.47205198,6.70356263,137.17936237,papaya
47,59,50,35.40480929,91.31179798,6.24218808,161.03600673,papaya
37,56,49,34.54548154,88.63521673,6.93936543,124.11522523,papaya
62,73,53,42.92935834,90.61733615,5.90995797,140.94756983,papaya
52,51,49,27.17605374,91.69952434,6.29975537,155.8075004,papaya
49,61,44,26.68008237,90.96779442,6.15090964,142.86514972,papaya
51,51,50,33.31089063,92.56202381,6.85905925,127.57628122,papaya
62,69,47,37.4340213,92.16900176,5.50202983,135.35205703,papaya
65,58,53,37.75527144,91.1034723,6.05828876,118.96363342,papaya
75,65,49,33.64157148,93.83941843,7.41093165,137.04721006,papaya
52,50,46,39.1175964,91.66881173,6.67004692,150.63370254,papaya
54,72,50,32.15276388,95.88599704,7.36490082,165.69650013,papaya
47,58,45,35.9609922,93.00354005,6.67600622,133.63524132,papaya
56,62,51,30.03923302,91.49465779,6.66046259,158.92432706,papaya
69,49,48,36.05200886,91.05999448,6.77777887,170.59099265,papaya
26,16,27,28.1138934,95.87538638,5.37570609,150.22493441,coconut
20,20,31,26.45784904,95.08772799,6.16697,188.84413794,coconut
24,6,26,25.89728497,93.1986297,5.67904826,176.31568109,coconut
38,14,30,26.35655897,93.11111645,6.05687282,155.10083509,coconut
32,10,34,29.46628092,96.49514451,6.49854349,157.03804006,coconut
26,16,24,24.15407093,93.21353454,5.58531938,149.93290034,coconut
14,21,28,25.78955297,100.36942971,5.34166199,167.65378524,coconut
25,10,33,26.31940533,91.41192079,5.71062319,200.55740815,coconut
4,28,26,24.79177367,95.85515246,5.97964577,219.58565108,coconut
17,22,28,28.20652545,99.16328626,5.79673774,247.13450256,coconut
47,17,26,26.17243605,96.41397315,6.14578551,181.19428096,coconut
28,18,34,26.3496225,96.22135216,6.39921493,199.58531367,coconut
14,20,34,28.05290434,92.97434985,5.95464979,139.77164007,coconut
10,15,24,24.68199407,91.48120615,6.02558253,152.89881159,coconut
21,13,30,29.48019484,95.81919861,5.96793544,191.91078303,coconut
16,6,25,26.94593087,95.30443769,6.22200134,199.24054704,coconut
38,15,41,25.08236638,99.69131672,5.81678832,200.87307949,coconut
0,15,36,28.04201578,97.65963684,6.0159953,225.28823509,coconut
39,20,23,26.05685443,92.97420398,5.77370298,111.66147093,coconut
18,21,28,24.01664841,91.12539218,5.59695856,183.25953524,coconut
42,22,32,26.39612554,93.20203757,5.75996847,193.52726974,coconut
39,19,30,28.92337839,91.66981621,5.86774652,226.32544241,coconut
39,11,29,30.60778677,100.82879126,5.61691823,174.61712774,coconut
22,7,35,27.90779057,96.16876769,5.70562023,233.7741182,coconut
30,18,26,28.44203392,97.51289393,6.17030401,149.9880437,coconut
22,17,36,26.28042841,93.81005217,6.61649733,221.53666709,coconut
23,21,28,27.56133394,95.23690052,5.58350098,189.49030626,coconut
0,20,35,26.67588483,97.78427025,6.49625031,133.84474029,coconut
24,17,21,29.13450378,93.94050105,5.95730248,204.14799408,coconut
35,12,26,25.68056357,95.46014179,6.42075866,191.41479983,coconut
17,19,26,25.31284522,97.19624554,6.33265185,192.40173379,coconut
37,23,33,24.79697822,96.83038513,6.03464202,163.80238784,coconut
12,13,33,25.47139154,89.42648337,6.09096894,155.98146124,coconut
23,11,26,26.66300036,91.01439784,6.04780799,165.91720053,coconut
18,20,29,24.38934428,97.45789854,5.92967944,130.97941673,coconut
11,25,27,26.48425524,98.1490861,6.39743245,219.17870614,coconut
33,18,41,26.39906573,90.15211575,5.9204268,176.73213235,coconut
48,23,25,26.83591234,103.20895862,6.59364504,202.68889391,coconut
18,21,23,30.55862705,91.9183356,5.67505493,193.75401304,coconut
27,19,34,26.38508397,92.78538578,6.04688822,173.35029972,coconut
35,9,22,24.75920661,95.3504185,6.21887873,213.77782312,coconut
38,5,32,26.8442891,94.38743077,6.00938134,149.38809438,coconut
42,26,34,27.08978085,97.44549668,6.39133961,156.46129069,coconut
14,18,29,27.04915887,95.72776976,5.83989577,174.77407151,coconut
33,13,33,26.92777896,98.00099251,5.93588873,155.34040277,coconut
19,28,24,27.15195515,97.05859305,5.9462116,151.97340837,coconut
34,25,29,28.22920336,91.11143511,5.32408321,229.79215102,coconut
18,13,36,28.30279501,93.54755526,6.20523488,167.64288994,coconut
22,16,32,24.5843942,100.10325292,6.29435609,155.66452386,coconut
36,14,17,26.77405442,102.23447333,6.2546633,157.47562582,coconut
41,12,13,28.11571626,96.62119683,6.22085529,195.91314616,coconut
20,4,20,26.49857674,94.61500725,5.90599339,103.60278006,coconut
15,18,24,27.5711091,93.35406549,6.15589175,189.57167534,coconut
6,24,28,30.5300263,95.10478883,6.10547681,176.17636583,coconut
43,28,35,26.18469902,91.42255061,6.22632004,215.78600676,coconut
9,27,27,28.73920848,90.46084902,6.12480151,186.62521473,coconut
27,27,39,26.46766301,95.91660338,6.28290164,197.96148065,coconut
8,22,33,29.81489061,96.10855406,5.87491196,156.2069386,coconut
4,19,31,26.32263526,93.23923334,5.77910288,179.2241891,coconut
41,6,25,27.2162052,90.1448349,6.05166365,193.69007635,coconut
27,25,26,26.340533,92.7435779,6.46664777,117.74078593,coconut
35,11,33,26.46525921,95.15490047,6.45754527,154.77897496,coconut
9,15,37,27.8715417,90.70223277,5.91798969,182.00874583,coconut
43,16,31,26.0070489,98.319524,6.17155407,184.43990287,coconut
49,14,24,26.44011575,93.40061901,6.37795405,134.32022804,coconut
32,9,21,28.46439539,95.63170048,6.28920114,149.42882686,coconut
26,14,23,27.44233315,97.50810252,6.32056039,190.96931691,coconut
9,32,32,25.43757539,92.9497507,5.99978251,191.27211333,coconut
30,19,28,28.09513808,96.88735133,6.36054666,196.30415596,coconut
11,21,39,26.62080363,96.3154521,6.00983334,190.7675074,coconut
34,12,30,27.75822917,98.87800879,6.80192283,187.22555866,coconut
23,15,22,28.57561497,96.53543987,5.99612051,108.92442363,coconut
12,10,32,28.02361269,96.55692139,6.03947585,165.27877186,coconut
27,10,32,28.47318424,95.09774804,6.29192413,162.28953366,coconut
27,24,40,29.10678981,95.4852363,6.07729953,162.99254419,coconut
35,13,26,28.99204767,93.12197746,5.52962992,143.8017839,coconut
29,22,41,25.26642603,92.99382978,5.848058,199.82572446,coconut
20,10,31,26.70670671,98.2077294,5.99855303,161.684826,coconut
21,19,31,26.84543191,91.12752879,6.05282773,122.09773492,coconut
44,26,25,26.78923622,97.55110185,6.27591335,192.75585772,coconut
33,22,34,29.36395958,94.96861466,6.09945639,95.83815235,coconut
35,20,22,27.87672123,92.69837941,5.49722043,185.99659827,coconut
24,16,33,27.38371962,93.1578864,5.89861994,224.45508126,coconut
16,19,33,27.00525064,92.77152017,5.6387332,180.56220656,coconut
38,20,29,26.47590282,96.68747322,5.95763195,191.44690605,coconut
48,12,32,26.31826327,88.3582955,6.16769113,158.31627223,coconut
0,22,36,29.22168368,101.51246901,6.23206036,190.41916353,coconut
29,18,24,27.51405862,93.73533961,6.51085836,209.10635389,coconut
21,9,24,25.74864038,91.31780527,5.81451777,227.14849854,coconut
30,27,23,26.46459876,94.40518588,5.84209006,156.7607798,coconut
8,15,32,28.29070005,99.38070076,6.08706009,197.59078018,coconut
6,13,25,27.62791248,93.89310181,6.02861655,165.66951258,coconut
37,8,27,24.37643356,93.18376392,6.02156762,198.01232701,coconut
9,16,26,27.90604871,98.22607349,6.3034386,174.40754506,coconut
23,11,42,29.73272651,99.63966179,6.02650732,204.42097689,coconut
24,15,32,26.27851952,97.37236556,6.45551011,177.32641431,coconut
11,4,35,24.20997126,97.78663785,6.65566499,151.65000183,coconut
2,24,24,27.11810121,96.74793289,6.0359551,251.12311427,coconut
25,14,21,28.71030092,93.30365652,6.04241611,152.1873281,coconut
32,13,24,27.04389513,93.99762293,5.54458374,133.57838198,coconut
128,42,23,20.66744462,77.50117701,6.14815611,72.64125027,cotton
131,43,24,22.1001652,78.82837814,6.84692721,95.29413788,cotton
147,51,15,25.50936363,81.21262216,6.52268484,92.88817846,cotton
97,38,23,23.97175445,83.51378968,6.59635761,80.51190593,cotton
124,52,23,23.57231091,74.83376093,7.23068152,63.57583946,cotton
109,51,18,23.53716349,80.10669482,7.0769108,70.75795665,cotton
124,43,24,24.1353134,75.87910617,6.70726702,70.0069546,cotton
128,45,18,25.33012617,84.65402105,7.55300522,95.81658704,cotton
147,46,22,28.7700928,79.0095566,6.82653349,73.05160801,cotton
116,54,16,27.86333451,77.97792928,7.10045205,92.79163166,cotton
123,40,17,24.05278445,79.02576697,6.87414717,65.20930182,cotton
137,51,17,24.5785543,83.60512829,7.67859584,75.94209339,cotton
124,39,20,25.99985529,79.78887745,7.39718029,63.94992633,cotton
113,42,23,26.26790079,78.65703344,8.03287292,72.91101003,cotton
127,51,23,25.7804307,80.16768498,6.80976174,79.2561067,cotton
113,48,12,24.47342956,79.63257752,6.41162212,75.68794792,cotton
114,60,23,20.62767823,78.83252779,8.2333213,70.17818524,cotton
125,44,19,26.96494377,78.85701203,7.8530652,82.56766341,cotton
104,52,12,22.57180961,79.10179282,7.42609397,102.40251545,cotton
107,48,21,24.17067664,78.69705897,7.12066312,97.57347475,cotton
128,59,19,21.78586338,85.57835526,7.45165322,84.56283102,cotton
115,44,21,23.08839519,81.30769869,7.20095078,82.05154134,cotton
107,34,27,23.53714125,84.34117359,6.73650515,96.98116424,cotton
118,49,24,25.33641186,80.48736462,7.25966147,99.15038686,cotton
122,47,18,25.98780014,81.60336747,7.79065432,88.4676104,cotton
116,41,14,22.61238889,80.59749697,7.54279244,87.95989988,cotton
146,51,20,21.21403925,79.51660392,7.30591962,88.29881272,cotton
121,49,19,23.00846812,86.60775624,6.72823871,69.80626041,cotton
122,50,23,23.8152238,82.24426893,6.54807723,89.66631457,cotton
126,41,17,25.04324468,82.46995386,8.07487867,86.65726622,cotton
82,45,22,18.33177517,82.24027526,7.43347173,71.53347463,cotton
120,48,19,25.4860879,83.87168206,6.79624068,87.61031771,cotton
114,42,25,27.61901163,79.01392128,6.31629596,98.6351745,cotton
124,46,17,27.24226129,81.78209878,7.16532384,85.55021221,cotton
96,41,21,24.52787331,76.0537078,7.59826493,95.43222122,cotton
150,51,21,25.84085477,84.59265582,7.44952601,79.24164983,cotton
116,57,18,22.05809768,76.22709088,7.36137553,91.51486056,cotton
134,49,19,26.79219452,80.86730415,8.84125475,62.94845333,cotton
110,47,16,24.78964572,84.33634407,6.38121102,67.02046656,cotton
122,33,22,21.85828015,79.33585415,7.00366703,98.97277321,cotton
105,38,23,23.47506537,79.48466599,6.4391653,85.83896616,cotton
119,42,20,25.88642113,81.1098421,7.00906112,80.12780435,cotton
123,43,20,25.2807718,73.62315763,7.6218882,74.99880557,cotton
98,51,22,24.59748247,77.95355571,7.35780631,67.97099309,cotton
134,40,20,22.77035735,82.2271153,7.32172123,93.01956539,cotton
126,42,19,22.30540813,81.5677091,7.02829972,68.34224836,cotton
115,51,24,23.01823587,84.9384353,7.67755845,82.48558802,cotton
113,38,22,23.54332392,83.89652993,6.8776735,75.93404824,cotton
103,40,22,21.96334377,81.78453315,7.44781952,89.19742176,cotton
123,55,23,24.16397239,80.70242783,6.73096853,74.90103593,cotton
131,46,26,29.39743398,78.55957216,6.87705762,86.93331299,cotton
140,52,22,24.6966523,73.08731678,6.62444941,77.43919046,cotton
128,45,25,20.83612714,73.7634707,6.55663829,88.12187448,cotton
145,41,21,24.45416532,82.63904472,7.12727425,89.85083393,cotton
111,44,16,20.39054574,79.27307511,7.39602724,74.26734306,cotton
110,43,20,23.77335342,83.1550139,6.9946129,85.55005745,cotton
153,40,25,23.01558674,84.01303598,7.34302293,86.00327659,cotton
118,54,23,24.04600355,87.68725431,6.71132335,79.13327957,cotton
130,44,17,23.63275339,81.66453496,6.96383653,83.87955173,cotton
131,49,15,22.07045849,78.0902694,6.60184298,74.57153025,cotton
108,46,17,21.99414109,75.91770493,6.50707142,80.83100561,cotton
117,49,22,25.88927663,79.6752834,6.80183944,96.33460695,cotton
91,45,22,26.41193918,78.40438158,7.33326312,78.02281302,cotton
132,39,19,24.60435026,81.32915732,7.05793797,94.29186282,cotton
123,48,19,24.26097539,80.82874688,6.01762033,81.96913591,cotton
99,45,18,23.567037,82.19645967,6.66274283,77.78767517,cotton
106,49,17,23.33758849,83.42824072,6.74011392,86.71486563,cotton
135,51,21,24.10886651,85.56487601,8.23548194,77.92733312,cotton
122,42,18,24.84755953,84.82664497,7.19919781,87.80484251,cotton
123,46,18,21.64378647,79.72905995,7.652253,90.24380731,cotton
106,50,22,23.34050716,76.92197225,7.13768655,101.19879787,cotton
69,48,18,22.49866033,77.72209519,7.20012596,75.92094088,cotton
147,50,19,20.16723358,79.45870441,6.70601159,79.39426797,cotton
110,41,15,22.97777769,75.79624723,7.48004815,79.03894169,cotton
133,51,21,26.79272297,79.79523707,7.2597072,78.23241496,cotton
132,44,11,25.06648028,81.98751462,7.25840567,84.70853491,cotton
97,36,19,21.96010471,80.55796237,6.34506169,91.80232143,cotton
117,49,22,22.2700521,79.35934565,7.05785048,85.82740465,cotton
115,47,20,23.98877737,77.28511424,7.13443128,76.87171343,cotton
119,50,21,23.25436376,77.76973831,6.99495053,86.58019344,cotton
98,44,22,24.06238491,79.24929611,7.55901166,80.01985821,cotton
120,55,24,23.7657977,78.06951631,7.21460142,73.50766642,cotton
86,47,16,27.28237146,83.47374637,6.86425278,76.7168756,cotton
125,58,16,23.10864824,75.83902425,6.58170759,77.05323508,cotton
114,49,14,24.57588265,77.39380831,6.83057118,64.38467101,cotton
118,34,17,24.54104043,82.86640221,6.7003611,106.69386072,cotton
132,44,25,21.96413282,75.3210779,6.76016726,108.905088,cotton
133,38,17,23.50897222,82.97398466,6.35097349,79.32645581,cotton
123,46,17,22.7006063,81.08556414,6.6741724,81.88749073,cotton
109,63,22,26.78420809,81.82524962,7.10272169,88.95391617,cotton
115,59,22,23.23210749,76.46260945,6.59600448,70.40638334,cotton
85,56,16,21.31619251,84.23952018,7.19378233,81.20736787,cotton
99,42,21,22.11097687,72.94147249,7.09866529,88.95007633,cotton
130,39,18,26.39183463,76.37050581,6.87920438,103.61347106,cotton
129,36,17,23.82982204,79.89853936,6.31769005,83.53740399,cotton
121,43,22,23.03694342,78.73743106,6.92001118,74.98049745,cotton
127,39,18,21.30461971,79.00372647,6.71089436,96.38271797,cotton
111,47,18,29.06598171,78.55317071,6.97832432,73.99772012,cotton
115,32,20,23.19779005,74.52198677,7.49480572,74.64757581,cotton
86,48,17,24.82098586,78.29644705,6.6101342,74.38508762,cotton
76,56,41,25.34552019,77.5451095,7.18445182,175.50350127,jute
73,43,38,20.79937767,79.47751357,6.77265449,181.53465541,jute
83,39,42,22.20369555,75.43864301,6.65836011,156.7311783,jute
73,45,44,28.08864755,73.76811475,6.67022242,148.2470509,jute
88,52,38,17.80022791,74.01417975,6.31526261,170.88310538,jute
81,44,39,15.59100608,79.74833718,7.02660755,172.33450826,jute
83,42,34,33.48780624,87.4072325,6.72844674,161.52053322,jute
92,46,40,28.14578509,80.00950572,7.51886915,155.25455715,jute
72,45,37,18.59868904,89.22074986,6.98836963,175.7587739,jute
64,35,37,22.7023951,84.88890189,6.93340065,168.84119637,jute
80,44,41,25.50462096,79.29858505,6.65333093,202.95542196,jute
68,45,42,30.27916076,84.2321056,6.53434994,172.2082596,jute
76,46,39,28.94568507,80.1780646,6.8123036,175.77015736,jute
92,41,41,29.74762014,85.83448599,7.65295601,165.36789642,jute
89,56,48,26.22849816,86.26516773,6.76345177,175.37321417,jute
65,49,39,25.53474012,84.49266633,7.2272026,185.61763396,jute
72,46,45,18.52373313,79.98766784,6.66576185,185.11524459,jute
63,43,41,16.19005828,71.72686657,6.7536213,157.88503535,jute
82,49,43,29.59104126,82.59681636,7.45305185,175.40135589,jute
82,36,38,34.12594423,83.14890004,7.13630095,165.03620114,jute
76,42,39,16.97173579,84.00663004,7.62414383,190.41093399,jute
72,50,38,21.84872316,83.87552675,7.12915823,171.52083495,jute
84,44,38,21.23066801,89.99808562,7.02041869,177.9962641,jute
